2022-07-14 22:01:54,370: Key.shift
2022-07-14 22:01:54,482: 'T'
2022-07-14 22:01:54,483: 'T'
2022-07-14 22:01:54,752: 'h'
2022-07-14 22:01:54,752: 'h'
2022-07-14 22:01:54,831: 'i'
2022-07-14 22:01:54,831: 'i'
2022-07-14 22:01:54,886: 's'
2022-07-14 22:01:54,887: Key.backspace
2022-07-14 22:01:54,890: 'í'
2022-07-14 22:01:54,998: Key.space
2022-07-14 22:01:54,998: Key.space
2022-07-14 22:01:55,269: 'i'
2022-07-14 22:01:55,269: 'i'
2022-07-14 22:01:55,337: 's'
2022-07-14 22:01:55,337: Key.backspace
2022-07-14 22:01:55,340: 'í'
2022-07-14 22:01:55,629: Key.backspace
2022-07-14 22:01:55,630: Key.backspace
2022-07-14 22:01:55,786: Key.backspace
2022-07-14 22:01:55,786: Key.backspace
2022-07-14 22:01:55,921: Key.backspace
2022-07-14 22:01:55,922: Key.backspace
2022-07-14 22:01:55,978: 's'
2022-07-14 22:01:55,979: 's'
2022-07-14 22:01:56,124: Key.space
2022-07-14 22:01:56,125: Key.space
2022-07-14 22:01:56,303: Key.ctrl_l
2022-07-14 22:01:56,360: Key.shift
2022-07-14 22:01:56,494: Key.backspace
2022-07-14 22:01:56,652: Key.backspace
2022-07-14 22:01:56,810: 'i'
2022-07-14 22:01:56,878: 's'
2022-07-14 22:01:57,002: Key.space
2022-07-14 22:01:57,451: 's'
2022-07-14 22:01:57,543: 'h'
2022-07-14 22:01:57,611: 'i'
2022-07-14 22:01:57,743: 't'
2022-07-14 22:01:57,904: Key.space
2022-07-14 22:01:58,081: 's'
2022-07-14 22:01:58,273: 'u'
2022-07-14 22:01:58,351: 'c'
2022-07-14 22:01:58,520: 'k'
2022-07-14 22:01:58,621: 's'
