2022-07-14 20:04:51,016: <255>
2022-07-14 20:05:00,512: Key.enter
2022-07-14 20:05:03,413: 'i'
2022-07-14 20:05:03,545: 'f'
2022-07-14 20:05:03,609: Key.space
2022-07-14 20:05:05,611: 's'
2022-07-14 20:05:05,779: 'e'
2022-07-14 20:05:05,862: 'l'
2022-07-14 20:05:05,967: 'f'
2022-07-14 20:05:06,047: '.'
2022-07-14 20:05:06,323: 'l'
2022-07-14 20:05:06,530: 'o'
2022-07-14 20:05:06,657: 'c'
2022-07-14 20:05:06,769: 'k'
2022-07-14 20:05:07,623: Key.enter
2022-07-14 20:05:09,104: Key.space
2022-07-14 20:05:13,207: '='
2022-07-14 20:05:13,390: '='
2022-07-14 20:05:13,651: Key.space
2022-07-14 20:05:13,925: '-'
2022-07-14 20:05:14,594: Key.backspace
2022-07-14 20:05:14,746: Key.shift
2022-07-14 20:05:14,847: ')'
2022-07-14 20:05:15,099: ':'
2022-07-14 20:05:15,539: Key.backspace
2022-07-14 20:05:15,707: Key.backspace
2022-07-14 20:05:16,134: '0'
2022-07-14 20:05:16,266: Key.shift
2022-07-14 20:05:16,380: ':'
2022-07-14 20:05:17,480: Key.esc
2022-07-14 20:05:19,262: Key.tab
2022-07-14 20:05:20,840: Key.tab
2022-07-14 20:05:22,651: Key.tab
2022-07-14 20:05:30,533: Key.backspace
2022-07-14 20:05:30,794: Key.backspace
2022-07-14 20:05:34,481: Key.shift
2022-07-14 20:05:34,623: Key.tab
2022-07-14 20:05:35,673: Key.ctrl_l
2022-07-14 20:05:35,849: '\x13'
2022-07-14 20:05:39,623: Key.ctrl_l
2022-07-14 20:05:39,757: '\x18'
2022-07-14 20:05:41,187: Key.ctrl_l
2022-07-14 20:05:41,347: '\x13'
2022-07-14 20:05:49,731: Key.backspace
2022-07-14 20:05:50,187: Key.backspace
2022-07-14 20:05:53,228: Key.shift
2022-07-14 20:05:53,368: Key.tab
2022-07-14 20:05:54,358: Key.ctrl_l
2022-07-14 20:05:54,508: '\x13'
2022-07-14 20:06:06,653: Key.enter
2022-07-14 20:06:07,018: 's'
2022-07-14 20:06:07,202: 'e'
2022-07-14 20:06:07,300: 'l'
2022-07-14 20:06:07,391: 'f'
2022-07-14 20:06:07,511: '.'
2022-07-14 20:06:08,989: Key.enter
2022-07-14 20:06:10,233: Key.space
2022-07-14 20:06:10,363: Key.shift
2022-07-14 20:06:10,549: '+'
2022-07-14 20:06:10,733: '='
2022-07-14 20:06:11,283: Key.space
2022-07-14 20:06:11,379: '1'
2022-07-14 20:06:11,898: Key.ctrl_l
2022-07-14 20:06:12,046: '\x13'
2022-07-14 20:06:28,069: Key.enter
2022-07-14 20:06:29,408: Key.tab
2022-07-14 20:06:29,958: Key.down
2022-07-14 20:06:30,230: Key.left
2022-07-14 20:06:30,403: Key.left
2022-07-14 20:06:30,571: Key.left
2022-07-14 20:06:34,663: Key.tab
2022-07-14 20:06:37,017: Key.enter
2022-07-14 20:06:38,355: Key.tab
2022-07-14 20:06:38,907: Key.ctrl_l
2022-07-14 20:06:39,065: '\x13'
2022-07-14 20:06:45,966: Key.enter
2022-07-14 20:06:46,731: Key.backspace
2022-07-14 20:06:47,366: Key.tab
2022-07-14 20:06:47,584: Key.enter
2022-07-14 20:06:56,873: Key.tab
2022-07-14 20:06:58,682: Key.ctrl_l
2022-07-14 20:06:58,813: <191>
2022-07-14 20:06:59,459: Key.ctrl_l
2022-07-14 20:06:59,555: '\x13'
2022-07-14 20:07:05,195: Key.enter
2022-07-14 20:07:05,564: Key.backspace
2022-07-14 20:07:06,535: Key.tab
2022-07-14 20:07:06,765: Key.enter
2022-07-14 20:07:10,328: Key.tab
2022-07-14 20:07:12,982: Key.ctrl_l
2022-07-14 20:07:13,127: '\x13'
2022-07-14 20:11:48,641: '7'
2022-07-14 20:11:48,876: Key.enter
2022-07-14 20:11:53,824: '7'
2022-07-14 20:11:53,965: Key.enter
2022-07-14 20:11:54,181: '7'
2022-07-14 20:11:54,306: Key.enter
2022-07-14 20:11:54,622: '7'
2022-07-14 20:11:54,825: Key.enter
2022-07-14 20:11:57,217: '8'
2022-07-14 20:11:57,687: Key.enter
2022-07-14 20:24:39,936: '7'
2022-07-14 20:24:40,095: Key.enter
2022-07-14 20:24:41,621: '7'
2022-07-14 20:24:41,786: Key.enter
2022-07-14 20:24:42,314: '7'
2022-07-14 20:24:42,432: Key.enter
2022-07-14 20:24:42,762: '7'
2022-07-14 20:24:42,879: Key.enter
2022-07-14 20:24:44,714: '9'
2022-07-14 20:24:44,949: Key.enter
2022-07-14 20:24:47,572: '8'
2022-07-14 20:24:47,892: Key.enter
2022-07-14 20:25:05,397: Key.ctrl_l
2022-07-14 20:25:05,535: '\x06'
2022-07-14 20:25:07,280: Key.ctrl_l
2022-07-14 20:25:07,419: '\x06'
2022-07-14 20:25:07,843: 's'
2022-07-14 20:25:08,024: 'e'
2022-07-14 20:25:08,111: 'l'
2022-07-14 20:25:08,202: 'f'
2022-07-14 20:25:08,291: '.'
2022-07-14 20:25:08,489: 'l'
2022-07-14 20:25:08,666: 'o'
2022-07-14 20:25:08,767: 'c'
2022-07-14 20:25:08,854: 'k'
2022-07-14 20:25:15,669: Key.backspace
2022-07-14 20:25:16,209: Key.backspace
2022-07-14 20:25:16,653: Key.ctrl_l
2022-07-14 20:25:16,894: '\x13'
2022-07-14 20:27:44,917: '7'
2022-07-14 20:27:45,034: Key.enter
2022-07-14 20:27:45,311: '7'
2022-07-14 20:27:45,429: Key.enter
2022-07-14 20:27:45,610: '7'
2022-07-14 20:27:45,738: Key.enter
2022-07-14 20:27:45,877: '7'
2022-07-14 20:27:45,994: Key.enter
2022-07-14 20:27:46,112: '7'
2022-07-14 20:27:46,218: Key.enter
2022-07-14 20:27:46,327: '7'
2022-07-14 20:27:46,432: Key.enter
2022-07-14 20:27:46,536: '7'
2022-07-14 20:27:46,645: Key.enter
2022-07-14 20:27:46,730: '7'
2022-07-14 20:27:46,837: Key.enter
2022-07-14 20:27:47,605: '9'
2022-07-14 20:27:47,712: Key.enter
2022-07-14 20:27:51,370: '8'
2022-07-14 20:27:51,616: Key.enter
2022-07-14 20:27:54,506: '7'
2022-07-14 20:27:54,614: Key.enter
2022-07-14 20:27:55,103: '8'
2022-07-14 20:27:55,236: Key.enter
2022-07-14 20:27:58,453: '7'
2022-07-14 20:27:58,581: Key.enter
2022-07-14 20:27:59,274: '9'
2022-07-14 20:27:59,456: Key.enter
2022-07-14 20:28:00,810: '8'
2022-07-14 20:28:00,959: Key.enter
