2022-07-18 14:48:27,792: 't'
2022-07-18 14:48:27,855: 'e'
2022-07-18 14:48:28,074: 's'
2022-07-18 14:48:28,185: 't'
2022-07-18 14:48:28,293: 'i'
2022-07-18 14:48:28,465: 'n'
2022-07-18 14:48:28,558: 'g'
2022-07-18 14:48:28,637: Key.space
2022-07-18 14:48:28,920: '1'
2022-07-18 14:48:28,995: '2'
2022-07-18 14:48:29,073: '3'
2022-07-18 14:48:29,449: Key.enter
2022-07-18 14:48:29,809: 'k'
2022-07-18 14:48:29,873: 'e'
2022-07-18 14:48:29,981: 'y'
2022-07-18 14:48:30,121: 'l'
2022-07-18 14:48:30,310: 'o'
2022-07-18 14:48:30,385: 'g'
2022-07-18 14:48:30,542: 'g'
2022-07-18 14:48:30,682: 'e'
2022-07-18 14:48:30,778: 'r'
2022-07-18 14:48:31,042: Key.shift
2022-07-18 14:48:31,326: 'S'
2022-07-18 14:48:31,417: 'D'
2022-07-18 14:48:31,622: 'S'
2022-07-18 14:48:31,668: 'D'
2022-07-18 14:48:31,918: 'S'
2022-07-18 14:48:32,027: 'D'
2022-07-18 14:48:32,496: Key.enter
2022-07-18 14:48:32,778: Key.enter
2022-07-18 14:48:33,010: Key.enter
2022-07-18 14:48:46,682: 'i'
2022-07-18 14:48:46,826: 't'
2022-07-18 14:48:47,293: 's'
2022-07-18 14:48:47,558: Key.space
2022-07-18 14:48:47,776: 's'
2022-07-18 14:48:47,965: 't'
2022-07-18 14:48:48,045: 'i'
2022-07-18 14:48:48,262: 'l'
2022-07-18 14:48:48,401: 'l'
2022-07-18 14:48:48,496: Key.space
2022-07-18 14:48:48,560: 'r'
2022-07-18 14:48:48,685: 'u'
2022-07-18 14:48:48,825: 'n'
2022-07-18 14:48:48,966: 'n'
2022-07-18 14:48:49,122: 'i'
2022-07-18 14:48:49,311: 'n'
2022-07-18 14:48:49,420: 'g'
2022-07-18 14:48:49,873: '1'
2022-07-18 14:48:49,919: '2'
2022-07-18 14:48:49,998: '3'
2022-07-18 14:48:50,137: '1'
2022-07-18 14:48:50,184: '2'
2022-07-18 14:48:50,247: '3'
2022-07-18 14:48:50,511: Key.enter
2022-07-18 14:48:50,701: Key.enter
2022-07-18 14:48:50,904: Key.enter
